,Year,Waste_types,Haz_NonHaz,A,B,C10_C12,C13_C15,C16,C17_C18,C19,C20_C22,C23,C24_C25,C26_C30,C31_C33,D,E36_E37_E39,F,G_U_X_G4677,EP_HH,Total_waste_gen,Energy_recovery,Incineration,No_backfilling,Backfilling,Deposit_land,Treated_waterbodies,Total_treatment
10,2010,Glass wastes,Total,0.0,0.0,20588.5308675714,17.477249897631413,46.93876070656545,203.43264396114517,4.01829384640714,2397.228692689408,43129.51420189585,118.83254370337893,136.25296831265757,2591.717297920513,9.0284006731764,0.0,15511.222999999994,495326.6966837439,867974.1879999994,1448055.0796049212,0.0,0.0,1632861.0866190474,0.0,24122.99,0.0,1656984.0766190474
11,2010,Paper & cardboard wastes,Total,9271.492307692308,0.0,107165.68544683613,10977.025862577866,2765.048400467621,1062270.0651639383,444.22598586798136,51491.194062489485,9068.79194875195,16323.258496610772,51709.52759496297,30761.00315304805,2654.353034186126,687.2649844231012,3.30502,4978904.232100558,1512558.3559999994,7847054.82956241,73.73,467.69,3504950.2498356975,0.0,3677.9223076923076,0.0,3509169.5921433894
12,2010,Rubber wastes,Total,29580.480000000003,0.0,27.18508844835485,0.0,4.489017511591149,3.2,3.0,5384.5655004659,7.784876452862677,197.43120393785838,27.305716299032692,0.0,11.706706063720453,1.0,0.0,227084.67304993945,11949.87,274282.6911591188,105182.0,0.0,49910.79640420908,0.0,5715.79,0.0,160808.58640420908
13,2010,Plastic wastes,Total,138363.8780132261,0.0,41703.902771981804,5980.448205305873,2736.3146860491597,17095.130792799504,4215.729782280701,124336.74029105635,3609.455706876629,7118.345628036159,21810.100636882988,16454.610863154692,916.8648978361674,2128.0634670683894,46971.689,686496.1619454399,115349.6774999999,1235287.1141879943,0.0,0.0,837103.5339411766,0.0,53855.44930769232,0.0,890958.9832488687
14,2010,Wood wastes,Total,0.0,0.0,31089.28769231832,3381.619409651926,361405.2400291935,54574.659367794666,495.95040423185725,48493.13724278919,10802.683928885928,62646.716719812204,70438.97771187496,45372.311510523534,2989.4138786486637,800.3216044694832,533368.6606630897,1129124.3910024806,742885.3564999996,3097868.7276657643,247624.0,0.0,2799356.6715159486,0.0,67191.54000000001,0.0,3114172.2115159486
15,2010,Textile wastes,Total,0.0,0.0,2541.604635573452,17480.456115067656,3.215097997892519,301.0277482133378,9.0,343.0009597433133,1.9337465136396208,167.1393700738194,469.9277055262128,2062.2735078113287,18.296830115953924,0.0,0.0,14871.602197967286,139265.66939999972,177535.14731460364,0.0,7417.0,113630.53299999994,0.0,9050.09,0.0,130097.62299999995
16,2010,Waste containing PCB,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4146.195248489249,0.0,0.7492291880781089,0.0,70.96000000000002,99.37304415635681,0.0,4317.277521833684,0.0,0.0,0.0,0.0,23.7,0.0,23.7
17,2010,Discarded equipment,Total,15.457789614040545,0.0,2066.0711328957855,2630.7850898689358,64.77037113587002,4997.804219188281,24.58832314606629,1441.497546317536,569.6750351161796,2374.828781338727,2189.993996981308,4221.892548365276,428.4806325019796,89.0054051785429,0.0,150473.10769829163,344242.40079999965,515830.3593699398,0.0,0.0,269608.579757563,0.0,6386.33,0.0,275994.90975756303
18,2010,Discarded vehicles,Total,11611.02,0.0,19.13,0.0,0.0,0.0,0.0,15.915482445112914,0.0,77.22708795734268,0.0,0.0,28.580472764645428,0.0,0.0,1490384.302203718,587.134,1502723.3092468854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2010,Batteries & accumulators wastes,Total,4223.091476923077,0.0,14.405942999956155,3.4474298034001376,9.9946204907815,0.9917177840390856,2.0812188814779935,159.93135569855747,1.8034392012488702,76.58351756641993,1475.575804483571,46.25817356082713,155.9780673874369,1.083694504393966,0.0,104178.0350738175,11285.262999999995,121634.52453310268,0.0,0.0,10585.062488821215,0.0,144.91128205128206,0.0,10729.9737708725
