,Year,EWC-STAT code,EWC-STAT description,Hazardous/Non-hazardous split,A,B,C10-C12,C13-C15,C16,C17_C18,C19,C20-C22,C23,C24_C25,C26-C30,C31-C33,D,E36_E37_E39,F,G-U_X_G4677,EP_HH,Total waste generation,Year,EWC-STAT code,EWC-STAT description,Hazardous/Non-hazardous split,Energy recovery,Incineration,Recovery other than energy recovery - Except backfilling,Recovery other than energy recovery - Backfilling,Deposit onto or into land,Land treatment and release into water bodies,Total waste sent to final treatment
118,2012,03.3,Sludges & liquid wastes from waste treatment,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,03.3,Sludges & liquid wastes from waste treatment,Non-hazardous,0,0,373.61520000000002,67.753799999999998,87566.451300000001,0,88007.820300000007
120,2012,05,Health care & biological wastes,Hazardous,20.471424609679627,3.763999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,130152.99300000002,0,130177.2284246097,2012,05,Health care & biological wastes,Hazardous,0,106892,8.44,0,0,0,106900.44
121,2012,05,Health care & biological wastes,Non-hazardous,994.67710859692534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106769.46400000005,0,107764.14110859697,2012,05,Health care & biological wastes,Non-hazardous,0,0,111.35,0,104827.69500000001,0,104939.04500000001
123,2012,06.1,"Metallic wastes, ferrous",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,06.1,"Metallic wastes, ferrous",Hazardous,z,z,z,z,z,z,z
124,2012,06.1,"Metallic wastes, ferrous",Non-hazardous,0,0,0,0,0,0,0,0,0,218415.57100000003,0,0,0,0,1204832.6620000005,1098686.142,10721.123000000001,2532655.4980000006,2012,06.1,"Metallic wastes, ferrous",Non-hazardous,0,0,8555183.762000002,229660.92,1800.7260000000001,0,8786645.4080000017
126,2012,06.2,"Metallic wastes, non-ferrous",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,06.2,"Metallic wastes, non-ferrous",Hazardous,z,z,z,z,z,z,z
127,2012,06.2,"Metallic wastes, non-ferrous",Non-hazardous,0,0,0,0,0,0,0,0,0,35310.919000000009,0,0,0,0,271750.11699999979,135013.93100000007,2755.8810000000003,444830.84799999982,2012,06.2,"Metallic wastes, non-ferrous",Non-hazardous,0,5140,1511666.5899999999,2823.33,1580.81,0,1521210.73
129,2012,06.3,"Metallic wastes, mixed",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,06.3,"Metallic wastes, mixed",Hazardous,z,z,z,z,z,z,z
130,2012,06.3,"Metallic wastes, mixed",Non-hazardous,4254.2976792186528,3183.4359999999997,638.83922627253571,75.625401959667386,114.26866302359051,863.56786961751288,159.3251006198285,1413.8069158808587,218.08598510750446,13833.807441976689,10262.448244278221,997.55630912601146,577.22759732213353,16.410780723610699,507480.92900000006,2471560.1459280867,254269.18100000001,3269918.9591432135,2012,06.3,"Metallic wastes, mixed",Non-hazardous,0,0,3885315.5700000003,0,338.42599999999999,0,3885653.9960000003
132,2012,07.1,Glass wastes,Hazardous,0,0,0,0,0,0,0,0,4024.4490000000001,0,0,0,0,0,0,0,0,4024.4490000000001,2012,07.1,Glass wastes,Hazardous,0,0,0,0,4020.54,0,4020.54
133,2012,07.1,Glass wastes,Non-hazardous,0,0,2323.6963607321591,27.567251303616359,69.700972541652348,67.598186585113723,5.7904244755649335E-2,1102.1370025183817,25391.976499354267,32.676149211329452,147.17788459076164,36.314729041096555,2.7052895573801594,0,82377.372999999992,387773.24698609614,576669.53400000022,1076021.7622157768,2012,07.1,Glass wastes,Non-hazardous,0,0,1284459.5864883719,210.9,36182.512999999999,0,1320852.9994883719
135,2012,07.2,Paper & cardboard wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,07.2,Paper & cardboard wastes,Hazardous,z,z,z,z,z,z,z
136,2012,07.2,Paper & cardboard wastes,Non-hazardous,5678.3183615629359,0,52533.397863886879,4966.2476914502013,1675.9036194384439,951804.00988729694,427.09285486767669,35700.481749480765,5521.0531400401078,11116.797702102011,37405.150989009941,26360.510592982213,1440.5548463705388,575.68357980492203,0,3804527.0164912688,1096804.3229999992,6036536.5423695613,2012,07.2,Paper & cardboard wastes,Non-hazardous,0,0,4248169.3450000007,0,4104.4160000000002,0,4252273.7610000009
138,2012,07.3,Rubber wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,07.3,Rubber wastes,Hazardous,z,z,z,z,z,z,z
139,2012,07.3,Rubber wastes,Non-hazardous,10695.843824189926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173011.215,7429.5330000000049,191136.59182418991,2012,07.3,Rubber wastes,Non-hazardous,118604,0,20831.021999999997,0,1837.9,0,141272.92199999999
141,2012,07.4,Plastic wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,07.4,Plastic wastes,Hazardous,z,z,z,z,z,z,z
142,2012,07.4,Plastic wastes,Non-hazardous,82293.320531893623,0,37923.08353034356,4262.4396029739819,2642.3856298874766,15141.977157964757,5664.8715415631859,96030.589922951578,2898.2012251217266,8333.6713331039155,25296.770243562529,21206.757285401596,781.99101812068625,2726.6067114140501,37622.37000000001,539986.58246741712,98444.751000000004,981256.36920171988,2012,07.4,Plastic wastes,Non-hazardous,0,0,366880.85047826089,220,115847.954,0,482948.80447826092
144,2012,07.5,Wood wastes,Hazardous,0,0,1.2171458214907804,0.13334719943625725,5.9337442367737907,2.4096400571686827,2.1589155765439561E-2,1.9202117079214776,0.2912693466674573,2.7064209710884097,2.7768410622293378,1.2790635541667486,6.6986732510396135E-2,3.6781480115555501E-2,0,24.006958674665665,0,42.8,2012,07.5,Wood wastes,Hazardous,0,0,0,0,22.92,0,22.92
145,2012,07.5,Wood wastes,Non-hazardous,0,0,24687.462969222695,2704.6915743423847,120354.59394238341,49180.895914056826,437.89451854114344,38947.802798449178,5907.8387182196866,54894.546177743206,56322.882340621065,25943.345136820291,1358.6970838499135,746.04161002976059,414777.06900000019,1047007.8212157201,627005.68600000057,2470277.2690000003,2012,07.5,Wood wastes,Non-hazardous,202155,0,2155236.4740000004,62166.799999999996,19800.094000000001,0,2439358.3680000002
147,2012,07.6,Textile wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,07.6,Textile wastes,Hazardous,z,z,z,z,z,z,z
148,2012,07.6,Textile wastes,Non-hazardous,0,0,317.59705857482726,3439.3094459219392,0,26.5918489768844,0,27.43610760492475,0.1848959209959776,11.333824353737368,5.8101546811076936,39.639106253888833,2.830988424587102,0,0,428.16256928710766,89555.488999999929,93854.384999999922,2012,07.6,Textile wastes,Non-hazardous,0,0,391932.74900000001,0,3659.7750000000001,0,395592.52400000003
150,2012,07.7,Waste containing PCB,Hazardous,0,0,0,0,0,0,0,0,0,0,4617.4309999999987,0,0,0,0,0,0,4617.4309999999987,2012,07.7,Waste containing PCB,Hazardous,0,0,5296.9010000000007,0,0,0,5296.9010000000007
151,2012,07.7,Waste containing PCB,Non-hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,07.7,Waste containing PCB,Non-hazardous,z,z,z,z,z,z,z
153,2012,08*,Discarded equipment,Hazardous,9.0781349857541009,0,406.10782715915212,690.70175126873482,15.722774635166029,1308.2245496002349,6.5240858200561291,237.10225133795856,143.22369634685012,399.24072859076011,449.15468386119665,1139.5284850878888,84.321421457670155,21.954773729556443,0,26970.934971104776,254813.13199999998,286694.95213498571,2012,08*,Discarded equipment,Hazardous,0,0,56450.41,0,491.995,0,56942.405000000006
154,2012,08*,Discarded equipment,Non-hazardous,0,0,1266.4753167977233,2154.0011315960164,49.032558978991226,4079.7886425572624,20.345812375916218,739.41975208228189,446.65299231657536,1245.0597954675295,1400.7199135104645,3553.6983102424538,262.96217854374459,68.467478720782154,0,99563.634116810135,0,114850.25799999987,2012,08*,Discarded equipment,Non-hazardous,0,0,226628.4,0,60.06,0,226688.46
156,2012,08.1,Discarded vehicles,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765615.8199999975,320.21999999999969,765936.03999999748,2012,08.1,Discarded vehicles,Hazardous,0,0,0,0,0,0,0
157,2012,08.1,Discarded vehicles,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426644.72299999947,0,426644.72299999947,2012,08.1,Discarded vehicles,Non-hazardous,0,0,0,0,0,0,0
159,2012,08.41,Batteries & accumulators wastes,Hazardous,3176.1582871794867,0,2.5924553306061449,1.3234177056478533,1.0004211633505613,0.33753812527326332,4.3918115907375314E-2,35.037109914113159,0.43444991266639554,1.1868153710251019,136.30283186741565,2.899970546658738,2.8932898642507858,0.58599453705915816,0,75136.838787545974,6642.3820000000005,85140.017287179435,2012,08.41,Batteries & accumulators wastes,Hazardous,0,0,77795.46100000001,0,14.24,0,77809.701000000015
160,2012,08.41,Batteries & accumulators wastes,Non-hazardous,0,0,3.3737872895662346,1.7222784058762111,1.3019349515025311,0.43926767931028987,5.7154458740608517E-2,45.596834281318863,0.56538740552352718,1.5445059232284362,177.3827136989284,3.7739835494662568,3.7652893971977557,0.76260558766240671,0,2961.7232573716778,0,3202.0089999999996,2012,08.41,Batteries & accumulators wastes,Non-hazardous,0,0,923,0,0,0,923
162,2012,09.1,Animal & mixed food waste,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,09.1,Animal & mixed food waste,Hazardous,z,z,z,z,z,z,z
163,2012,09.1,Animal & mixed food waste,Non-hazardous,14169.243633082981,12,870543.35400000005,0,0,0,0,0,0,0,0,0,0,0,0,658923.29200000013,232710.23799999995,1776358.1276330831,2012,09.1,Animal & mixed food waste,Non-hazardous,121445,253006,721302.25800000003,0,89510.587,0,1185263.845
165,2012,09.2,Vegetal wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,09.2,Vegetal wastes,Hazardous,z,z,z,z,z,z,z
166,2012,09.2,Vegetal wastes,Non-hazardous,0,0,225526.75299999997,0,0,0,0,0,0,0,0,0,0,0,0,80902.228999999978,3743378.6419999977,4049807.6239999975,2012,09.2,Vegetal wastes,Non-hazardous,43114,0,3420307.3259999994,1014.54,99813.123999999996,0,3564248.9899999993
168,2012,09.3,"Animal faeces, urine & manure",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,09.3,"Animal faeces, urine & manure",Hazardous,z,z,z,z,z,z,z
169,2012,09.3,"Animal faeces, urine & manure",Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,09.3,"Animal faeces, urine & manure",Non-hazardous,293020,0,12564.78,175.22,2668.96,0,308428.96000000002
171,2012,10.1,Household & similar wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,10.1,Household & similar wastes,Hazardous,z,z,z,z,z,z,z
172,2012,10.1,Household & similar wastes,Non-hazardous,776.98983050043012,0,451465.87338419684,325.88786117383643,229.27657438767596,150545.57720611687,104.34167042550294,450755.04166654771,336.70893753001906,301796.58162584773,151524.37800460515,745.78528063349324,309.61978026696835,20.598404209700199,0,7332990.0820040479,12327236.617000002,21169163.359230492,2012,10.1,Household & similar wastes,Non-hazardous,0,5131633,377591.56700000004,5686.3,8049620.318,0,13564531.184999999
174,2012,10.2,Mixed & undifferentiated materials,Hazardous,0,512.47200000000009,1062.7287577874304,112.83639922732425,24.615662058997231,411.87489611162755,32.469684178745972,342.80861111296537,92.355098787081658,335.16544551786467,466.94518063357145,119.07104318756043,61.017086982046933,18.785625120012654,0,10344.66850929477,0,13937.813999999998,2012,10.2,Mixed & undifferentiated materials,Hazardous,0,0,507.30500000000006,0,1254.5,0,1761.8050000000001
175,2012,10.2,Mixed & undifferentiated materials,Non-hazardous,8946.5831326966254,2542.7280000000005,82588.967621138305,680.51669354311161,148.45713855167881,115860.18284830282,195.82477169617556,2075464.5468571223,564.87290346384611,4779.6189003689897,2816.1479147386676,718.11785170033716,367.9942515623971,113.29616666565606,0,62060.444081145746,2594935.6460000044,4952783.9451327007,2012,10.2,Mixed & undifferentiated materials,Non-hazardous,64645,0,142694.15299999999,0,316732.40899999999,0,524071.56199999998
177,2012,10.3,Sorting residues,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10.3,Sorting residues,Hazardous,0,0,2.895,0,74214.315000000002,0,74217.210000000006
178,2012,10.3,Sorting residues,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10.3,Sorting residues,Non-hazardous,274854,0,494778.36800000002,49583.47,8196130.0700000003,0,9015345.9079999998
180,2012,11,Common sludges,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2012,11,Common sludges,Hazardous,z,z,z,z,z,z,z
181,2012,11,Common sludges,Non-hazardous,0,0,31391.465275687366,0.19088890466895325,3.8927840890195209,3369.5763453229033,1.0366386537085299,150.53820036923864,33.396760948289476,79.137645968000982,116.09076215145451,12.573668178057368,40.00578395134135,933342.35136873228,0,187156.53834863182,0,1155696.794471588,2012,11,Common sludges,Non-hazardous,29582,161204,751207.03788449045,3140.73,1790.326,0,946924.09388449043
183,2012,12.1,Mineral waste from construction & demolition,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266701.93275500002,0,0,266701.93275500002,2012,12.1,Mineral waste from construction & demolition,Hazardous,0,0,0,0,78185.03,0,78185.03
184,2012,12.1,Mineral waste from construction & demolition,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47971815.615248226,0,0,47971815.615248226,2012,12.1,Mineral waste from construction & demolition,Non-hazardous,0,0,43398523.798,658030.25,1881115.2919999999,0,45937669.340000004
186,2012,"12.2, 12.3, 12.5",Other mineral wastes,Hazardous,21292.984340558054,0,1060.9997428469392,9.6780135551034499E-2,8.2657636667071657,0.89128147907553279,16.225318628651276,1343.2635737384778,2138.0146689754138,2983.3760517469955,60.896808494354019,7.3035982621085651,171.70534740521319,112.15502270298992,0,2038.9660419175234,0,31235.144340558054,2012,"12.2, 12.3, 12.5",Other mineral wastes,Hazardous,0,0,759.18100000000004,9241.94,214644.32900000006,0,224645.45000000007
187,2012,"12.2, 12.3, 12.5",Other mineral wastes,Non-hazardous,0,11751929.467,18238.71553831522,0.50499499651679702,43.130434466857224,4.6506722155177158,84.663083779614425,101356.82726855567,66625.824615207646,144270.28011813867,317.75718662094442,38.109892675121131,895.95184818775761,585.22056181013772,0,10639.245785030324,0,12095030.349000001,2012,"12.2, 12.3, 12.5",Other mineral wastes,Non-hazardous,0,0,11167.880000000001,141228.09999999998,541184.16199999978,11751923.5,12445503.641999999
189,2012,12.4,Combustion wastes,Hazardous,0,0,0,0,0,0,0,0,1496.64,12632.916000000001,0,0,15303.470000000001,0,0,0,0,29433.026000000002,2012,12.4,Combustion wastes,Hazardous,0,0,3329.0770000000002,0,11589.33,0,14918.406999999999
190,2012,12.4,Combustion wastes,Non-hazardous,0,0,0,0,0,0,0,0,304.09999999999997,243761.98200000002,0,0,3371428.3419999992,0,0,0,0,3615494.4239999992,2012,12.4,Combustion wastes,Non-hazardous,0,0,6803.5750000000007,371806.95500000002,3227790.0440000002,0,3606400.574
192,2012,12.6,Soils,Hazardous,0,0,0,0,0,0,1631.6799999999998,0,0,0,0,0,0,0,476949.57574878214,0,0,478581.25574878213,2012,12.6,Soils,Hazardous,0,0,133098.33866659444,0,316932.4279999999,0,450030.76666659431
193,2012,12.6,Soils,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37924507.769544132,407415.20999999979,0,38331922.979544133,2012,12.6,Soils,Non-hazardous,0,0,9193463.1993823536,10457623.874999998,16051977.626000004,0,35703064.700382352
195,2012,12.7,Dredging spoils,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12.7,Dredging spoils,Hazardous,0,0,79.637172774869114,3562.303664921466,180.73298429319371,0,3822.6738219895287
196,2012,12.7,Dredging spoils,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10941168.871727748,0,0,10941168.871727748,2012,12.7,Dredging spoils,Non-hazardous,0,0,1397.8743455497383,806.64921465968587,188989.23036649215,10941168.871727748,11132362.62565445
198,2012,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Hazardous,0,0,400.74,0,179152.61399999997,0,179553.35399999996
199,2012,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Non-hazardous,0,0,10749.96,25327.5,1306715.0540000002,0,1342792.5140000002
204,2014,01.1,Spent solvents,Hazardous,0,0,18.065464014482792,12.046312041949024,21.522649645347322,914.74602936031181,24.250271874382712,40845.23233988203,12.601048559517732,446.33459449576458,469.20359197165834,108.16516299047672,2.6541472639025652,0.59518416584393552,0,1380.284203734363,0,44255.70100000003,2014,01.1,Spent solvents,Hazardous,0,0,0,0,15.5,0,15.5
205,2014,01.1,Spent solvents,Non-hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,01.1,Spent solvents,Non-hazardous,z,z,z,z,z,z,z
207,2014,01.2,"Acid, alkaline or saline wastes",Hazardous,0,0,2601.9313437611236,1.6009096608305586,13.868414807070636,5770.7549996552534,1884.6937852994595,39410.465490301562,2040.6427168355419,14253.677845685434,3674.7069657754091,837.56621654127514,38.487330583005466,109.59982802655713,0,6882.2671530674888,0,77520.263000000021,2014,01.2,"Acid, alkaline or saline wastes",Hazardous,0,0,516.41200000000003,0,1242.3699999999999,0,1758.7819999999999
208,2014,01.2,"Acid, alkaline or saline wastes",Non-hazardous,0,0,2208.8375644955536,1.3590479259513537,11.773206721735976,4901.6426596246747,134.34646575658283,33456.423367190007,1732.3471272478066,11848.654852354242,3119.5407226945586,711.02864658008957,22.256476817267295,93.041739086539636,0,5842.5101235050006,0,64083.762000000017,2014,01.2,"Acid, alkaline or saline wastes",Non-hazardous,0,0,1074.289,0,35300.671999999999,0,36374.960999999996
210,2014,01.3,Used oils,Hazardous,20590.607346752473,1178.7669999999998,4656.6230891213118,59.069085395744715,67.372365739388684,2965.7398974379544,3455.1311354355566,39804.461541523553,15123.923480298516,17715.790182415174,7230.7969550719063,3118.2080387447345,24640.31579536444,21.786153918251202,0,58788.010279533497,4613.840000000002,204030.44234675253,2014,01.3,Used oils,Hazardous,0,0,3600.9582696616935,0,365.67,0,3966.6282696616936
211,2014,01.3,Used oils,Non-hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,01.3,Used oils,Non-hazardous,z,z,z,z,z,z,z
213,2014,"01.4, 02, 03.1",Chemical wastes,Hazardous,105708.13654654392,491.1169999999999,447.74031455741925,1360.3967400387385,378.41018184286997,21198.272405033498,4190.5938800140266,542102.45743444155,2925.7582127741234,56949.563626930787,7130.5342400310901,1660.7298461906123,656.11229705357835,8.1733463975158003,0,58439.763474694264,2612.9659999999994,806260.72554654395,2014,"01.4, 02, 03.1",Chemical wastes,Hazardous,0,133662,3101.8303969371364,0,2761.654,0,139525.48439693716
214,2014,"01.4, 02, 03.1",Chemical wastes,Non-hazardous,0,5.2939999999999996,154.94450111421091,1753.2192880128157,107.29449619060354,6015.2766453664799,1016.7597131591856,30418.148348300521,829.45947156094007,16172.298885929484,2021.597836217491,470.83923989906793,186.03408349159176,2.3112209845349363,0,17946.869269773077,4258.6919999999991,81359.039000000004,2014,"01.4, 02, 03.1",Chemical wastes,Non-hazardous,0,0,12445.710254572488,0,20160.310000000001,0,32606.02025457249
216,2014,03.2,Industrial effluent sludges,Hazardous,0,14216.834999999999,5004.924013356992,95.1464491602122,1.5391789956017403,5847.982717245889,166.92212806019015,2815.4112037548216,643.43052477081142,1871.5629291224191,222.35421343377726,15.436953260289835,323.06012791647998,895.30338598732897,0,858.97291493519015,0,32978.881739999997,2014,03.2,Industrial effluent sludges,Hazardous,0,0,12.262320000000001,0,22085.597000000002,0,22097.859320000003
217,2014,03.2,Industrial effluent sludges,Non-hazardous,0,555.78600000000006,68728.065476050906,2207.4076439268651,21.136144026715161,86745.227917346769,1350.2573548720698,27194.31788031659,5908.0931920897292,23409.36299365995,3053.3880032880338,211.98162681241519,5566.8713107344311,12294.386402041506,0,11795.49311483406,0,249041.77506000007,2014,03.2,Industrial effluent sludges,Non-hazardous,0,0,6715.4271400000007,79.671599999999998,69478.517999999996,0,76273.616739999998
219,2014,03.3,Sludges & liquid wastes from waste treatment,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,03.3,Sludges & liquid wastes from waste treatment,Hazardous,90827.9,0,0,0,12329.98,0,103157.87999999999
220,2014,03.3,Sludges & liquid wastes from waste treatment,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,03.3,Sludges & liquid wastes from waste treatment,Non-hazardous,0,0,324.5994,89.286299999999997,355711.53899999999,0,356125.42469999997
222,2014,05,Health care & biological wastes,Hazardous,20.887948989772561,2.0119999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,134674.69200000001,0,134697.59194898978,2014,05,Health care & biological wastes,Hazardous,0,101447,0,0,0,0,101447
223,2014,05,Health care & biological wastes,Non-hazardous,1003.6764633212803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128256.91100000011,0,129260.58746332138,2014,05,Health care & biological wastes,Non-hazardous,0,37.24,14.74,0,122488.59,0,122540.56999999999
225,2014,06.1,"Metallic wastes, ferrous",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,06.1,"Metallic wastes, ferrous",Hazardous,z,z,z,z,z,z,z
226,2014,06.1,"Metallic wastes, ferrous",Non-hazardous,0,0,0,0,0,0,0,0,0,478099.38599999988,0,0,0,0,1216652.8259999999,754427.23200000019,9668.7769999999982,2458848.2209999999,2014,06.1,"Metallic wastes, ferrous",Non-hazardous,0,0,8312312.3259999994,1425,23470.210999999999,0,8337207.5369999995
228,2014,06.2,"Metallic wastes, non-ferrous",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,06.2,"Metallic wastes, non-ferrous",Hazardous,z,z,z,z,z,z,z
229,2014,06.2,"Metallic wastes, non-ferrous",Non-hazardous,0,0,0,0,0,0,0,0,0,47918.61,0,0,0,0,336299.94300000032,136036.60699999999,2717.0429999999997,522972.20300000027,2014,06.2,"Metallic wastes, non-ferrous",Non-hazardous,0,0,1659529.4580000001,0,199.52,0,1659728.9780000001
231,2014,06.3,"Metallic wastes, mixed",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,06.3,"Metallic wastes, mixed",Hazardous,z,z,z,z,z,z,z
232,2014,06.3,"Metallic wastes, mixed",Non-hazardous,4449.4132658451108,2117.9779999999996,1308.4080466944533,154.88855472428148,234.0339040503755,1768.6752832430379,326.31409456133616,2895.6211033002901,446.66239337065082,28333.051930944112,21018.543178609831,2043.0973055722723,1182.2211317815786,33.610956666819135,399212.48299999983,2256221.919580488,260138.07899999982,2981885.0007298519,2014,06.3,"Metallic wastes, mixed",Non-hazardous,0,0,3504729.7620000001,41.7,2713.1410000000001,0,3507484.6030000001
234,2014,07.1,Glass wastes,Hazardous,0,0,0,0,0,0,0,0,19608.181000000004,0,0,0,0,0,0,0,0,19608.181000000004,2014,07.1,Glass wastes,Hazardous,0,0,0,0,19606.62,0,19606.62
235,2014,07.1,Glass wastes,Non-hazardous,0,0,1926.3074628434374,22.852814512953309,57.781001788084545,56.03782554987481,4.8001701378907947E-2,913.65411114131723,11595.577668128632,27.088009925245515,122.00813421395766,30.104334948891701,2.2426421763176707,0,82747.394999999873,359608.88277066615,486778.84399999998,943888.82377759612,2014,07.1,Glass wastes,Non-hazardous,0,0,1195327.6068181817,164.23,59098.987000000001,0,1254590.8238181816
237,2014,07.2,Paper & cardboard wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,07.2,Paper & cardboard wastes,Hazardous,z,z,z,z,z,z,z
238,2014,07.2,Paper & cardboard wastes,Non-hazardous,5629.0133970771349,0,51794.146064197812,4896.3624814145105,1652.3202454867856,964525.14064205298,421.08278937727528,35198.103330109327,5443.3606884585715,10960.361738653553,36878.784404881648,25989.564572184634,1420.2833085292316,567.58254047133676,0,3855449.3795361775,970412.75,5971238.2357390728,2014,07.2,Paper & cardboard wastes,Non-hazardous,0,0,4152293.4334157645,1.84,2742.6309999999999,0,4155037.9044157644
240,2014,07.3,Rubber wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,07.3,Rubber wastes,Hazardous,z,z,z,z,z,z,z
241,2014,07.3,Rubber wastes,Non-hazardous,11315.604677009713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280831.53599999996,7016.7200000000012,299163.86067700968,2014,07.3,Rubber wastes,Non-hazardous,212401.21,0,6950.6353236448522,1.99,6417.87,0,225771.70532364483
243,2014,07.4,Plastic wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,07.4,Plastic wastes,Hazardous,z,z,z,z,z,z,z
244,2014,07.4,Plastic wastes,Non-hazardous,82267.84698476296,0,37169.617776695137,4177.7523368326092,2589.8860202905958,14841.132390900275,5552.3203904425172,93660.233556124484,2840.6190042940379,8168.0957689061552,24794.167388465412,20785.415878717205,766.4542158102106,2672.4337753163136,17746.218000000008,590659.9112803943,88135.459999999977,996827.56476795219,2014,07.4,Plastic wastes,Non-hazardous,0,0,507156.39686971746,7.33,64515.86,0,571679.58686971746
246,2014,07.5,Wood wastes,Hazardous,0,0,0.61573928333921446,6.7458728088641159E-2,3.0018091171641617,1.2190076289209422,1.0921691603581715E-2,0.97141177336251949,0.14734962369261179,1.3691454875235103,1.4047701560605053,0.64706271202846832,3.3887774119511618E-2,1.8607303912663731E-2,0,12.14482872018367,0,21.652000000000001,2014,07.5,Wood wastes,Hazardous,0,0,0,0,1.24,0,1.24
247,2014,07.5,Wood wastes,Non-hazardous,0,0,26586.365210270753,2912.7301604970421,129611.98942455743,52701.560787847244,471.57634658629627,41943.577216828045,6362.2559337822413,59116.907012802905,60655.107471742289,27938.846913653633,1463.2049038978678,803.42539575803619,524275.94600000017,1080999.9092217768,670719.16999999958,2686562.5720000002,2014,07.5,Wood wastes,Non-hazardous,213509,102030,2254783.8467411036,80096.11,22441.190999999999,0,2672860.1477411035
249,2014,07.6,Textile wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,07.6,Textile wastes,Hazardous,z,z,z,z,z,z,z
250,2014,07.6,Textile wastes,Non-hazardous,0,0,1278.8510479500394,4373.1309090126579,0,107.07597256605445,0,110.47550351906511,0.74451049196881636,45.637302867664303,23.395438345773542,159.61266392095791,11.399389307205,0,0,1724.059262018613,112970.603,120804.985,2014,07.6,Textile wastes,Non-hazardous,0,3545,90234.122023127697,0,3804.47,0,97583.592023127698
252,2014,07.7,Waste containing PCB,Hazardous,0,0,0,0,0,0,0,0,0,0,4406.5780000000004,0,0,0,0,0,0,4406.5780000000004,2014,07.7,Waste containing PCB,Hazardous,0,0,5216.424,0,6.72,0,5223.1440000000002
