,Year,EWC-STAT code,EWC-STAT description,Hazardous/Non-hazardous split,A,B,C10-C12,C13-C15,C16,C17_C18,C19,C20-C22,C23,C24_C25,C26-C30,C31-C33,D,E36_E37_E39,F,G-U_X_G4677,EP_HH,Total waste generation,Year,EWC-STAT code,EWC-STAT description,Hazardous/Non-hazardous split,Energy recovery,Incineration,Recovery other than energy recovery - Except backfilling,Recovery other than energy recovery - Backfilling,Deposit onto or into land,Land treatment and release into water bodies,Total waste sent to final treatment
253,2014,07.7,Waste containing PCB,Non-hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,07.7,Waste containing PCB,Non-hazardous,z,z,z,z,z,z,z
255,2014,08*,Discarded equipment,Hazardous,9.7525559539213038,0,885.9261530867625,1506.769149741097,34.29930751599121,2853.8980662069207,14.232324191833708,517.23968701969522,312.443173585289,870.94554495586112,979.83307536229381,2485.8868005296172,183.94758125537351,47.894443129001175,0,58837.222693420321,248281.85699999993,317822.14755595394,2014,08*,Discarded equipment,Hazardous,0,0,128663.15178802695,28.9,317.22000000000003,0,129009.27178802695
256,2014,08*,Discarded equipment,Non-hazardous,0,0,881.02416398887419,1498.4319244324975,34.109523264874241,2838.1069337764275,14.15357417662883,514.37770659623493,310.71436918631252,866.12644626309452,974.41148233623721,2472.1319407680862,182.9297661307663,47.629434541942558,0,59995.416734538063,0,70629.564000000042,2014,08*,Discarded equipment,Non-hazardous,0,0,169546.31699999998,61.7,2113.5,0,171721.51699999999
258,2014,08.1,Discarded vehicles,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728556.01300000085,574,729130.01300000085,2014,08.1,Discarded vehicles,Hazardous,0,0,0,0,0,0,0
259,2014,08.1,Discarded vehicles,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501530.51399999979,0,501530.51399999979,2014,08.1,Discarded vehicles,Non-hazardous,0,0,0,0,0,0,0
261,2014,08.41,Batteries & accumulators wastes,Hazardous,3362.6839128205124,0,4.1528296735188137,2.1199703052123886,1.60256519914927,0.54069913029165928,7.0352014475228514E-2,56.125614975070405,0.69594120588254194,1.9011483174249768,218.34221715646785,4.6454353894997205,4.6347336675392459,0.93869910632180675,0,85614.795793859143,8294.9249999999993,97568.174912820512,2014,08.41,Batteries & accumulators wastes,Hazardous,0,0,91387.707585738652,0,0,0,91387.707585738652
262,2014,08.41,Batteries & accumulators wastes,Non-hazardous,0,0,2.5373053374891748,1.2952642881151817,0.97913893733822166,0.3303575867830657,4.2983834123844746E-2,34.291756137795602,0.42520774389675359,1.1615679313603093,133.40322540146587,2.8382787004002914,2.831740137929553,0.57352851910935676,0,2227.4066454441927,0,2408.1169999999997,2014,08.41,Batteries & accumulators wastes,Non-hazardous,0,0,787.03159448509746,0,155.26,0,942.29159448509745
264,2014,09.1,Animal & mixed food waste,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,09.1,Animal & mixed food waste,Hazardous,z,z,z,z,z,z,z
265,2014,09.1,Animal & mixed food waste,Non-hazardous,14109.14369448891,0,966590.60599999991,0,0,0,0,0,0,0,0,0,0,0,0,889277.04200000025,308951.51299999986,2178928.3046944891,2014,09.1,Animal & mixed food waste,Non-hazardous,129568,233842,832871.99056325911,178.72,100536.83199999999,0,1296997.5425632589
267,2014,09.2,Vegetal wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,09.2,Vegetal wastes,Hazardous,z,z,z,z,z,z,z
268,2014,09.2,Vegetal wastes,Non-hazardous,0,0,394767.64500000002,0,0,0,0,0,0,0,0,0,0,0,0,78240.958999999988,3873868.2170000011,4346876.8210000014,2014,09.2,Vegetal wastes,Non-hazardous,0,0,3519978.3401777628,16854.39,72178.438999999998,0,3609011.1691777627
270,2014,09.3,"Animal faeces, urine & manure",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,09.3,"Animal faeces, urine & manure",Hazardous,z,z,z,z,z,z,z
271,2014,09.3,"Animal faeces, urine & manure",Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,09.3,"Animal faeces, urine & manure",Non-hazardous,377338,154691,13455.412,139.72999999999999,3006.0540000000001,0,548630.196
273,2014,10.1,Household & similar wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,10.1,Household & similar wastes,Hazardous,z,z,z,z,z,z,z
274,2014,10.1,Household & similar wastes,Non-hazardous,776.98983050043012,0,449606.03003243153,42.030226313139472,29.570129660874397,149876.02195490184,13.457095351997683,449514.35304312687,43.425836099168023,299843.02387244743,150002.25930209164,96.185000610726945,39.932108513558724,2.6566058260188137,0,7445170.2130566519,12370610.456999995,21315666.605094522,2014,10.1,Household & similar wastes,Non-hazardous,0,6016312,433978.68194551748,7122.4589999999998,5971854.6229999997,0,12429267.763945516
276,2014,10.2,Mixed & undifferentiated materials,Hazardous,0,586.54100000000005,975.5004749804034,103.57483999068563,22.595219951046012,378.06839595260374,29.804587583359563,314.67103954568961,84.774635177117062,307.65522143242276,428.61853710085677,109.29774727062642,56.008832824690671,17.243709735990439,0,9497.5197584545149,0,12911.874000000007,2014,10.2,Mixed & undifferentiated materials,Hazardous,0,3944,14118.450999999999,0,363.29599999999999,0,18425.746999999999
277,2014,10.2,Mixed & undifferentiated materials,Non-hazardous,11711.257755073035,2354.2219999999998,63601.200015592964,599.56064132416873,130.79628764985864,98744.593445563863,172.52894281553722,651109.60302618821,491.58944659982677,3395.1697654521181,2481.1315664183198,632.68866700404055,324.21668941230865,99.8181572768829,0,54677.570744702403,2924546.3569999984,3815072.3041510722,2014,10.2,Mixed & undifferentiated materials,Non-hazardous,66568,0,177729.62484222339,5250,201735.29300000001,0,451282.91784222343
279,2014,10.3,Sorting residues,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10.3,Sorting residues,Hazardous,0,0,2214.5050000000001,0,37901.5,0,40116.004999999997
280,2014,10.3,Sorting residues,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10.3,Sorting residues,Non-hazardous,99337,26847.72,508107.58900000004,50159.34,7590031.0489999996,0,8274482.6979999999
282,2014,11,Common sludges,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2014,11,Common sludges,Hazardous,z,z,z,z,z,z,z
283,2014,11,Common sludges,Non-hazardous,0,0,36794.331828746886,0.23573968589309591,4.8074229352752837,2854.2938189145643,1.2802046878193274,185.9082806908059,41.243580654675164,97.731630003165009,143.36715825435334,15.52794591157477,49.405443228624399,924931,0,260027.70526542899,0,1225146.8383191426,2014,11,Common sludges,Non-hazardous,22054.43,125979,760833,5106.9359999999997,5629.19,0,919602.55599999987
285,2014,12.1,Mineral waste from construction & demolition,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359721.37921002001,0,0,359721.37921002001,2014,12.1,Mineral waste from construction & demolition,Hazardous,0,0,115588.27872483454,1742,17204.97,0,134535.24872483453
286,2014,12.1,Mineral waste from construction & demolition,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53324876.001289956,0,0,53324876.001289956,2014,12.1,Mineral waste from construction & demolition,Non-hazardous,0,0,48182676.978,1116051.689,2113291.3739999998,0,51412020.041000001
288,2014,"12.2, 12.3, 12.5",Other mineral wastes,Hazardous,19919.322467907656,6.12,970.79314379521838,8.8551851856640815E-2,7.5630053164193276,0.81550439094028171,14.845835907860168,1229.0587971266816,2517.2441321831252,3530.0312142643838,55.719338825379666,6.6826435780885181,157.1068938873475,102.61956029330229,0,1865.6123785793957,0,30383.623467907659,2014,"12.2, 12.3, 12.5",Other mineral wastes,Hazardous,0,0,561.20999999999992,0,209285.196,0,209846.40599999999
289,2014,"12.2, 12.3, 12.5",Other mineral wastes,Non-hazardous,0,11640739.152941179,11552.417087662205,0.24028452799944605,20.52213617909602,2.2128626736772881,40.284021159179062,170329.70024888113,55091.408812657915,103063.13762335823,151.19384574557051,18.13328376857778,426.30792074563846,278.45710836749322,0,5062.3197642732976,0,11986775.487941179,2014,"12.2, 12.3, 12.5",Other mineral wastes,Non-hazardous,0,0,13700.259000000002,74260.909,482038.32500000001,11640732.352941178,12210731.845941179
291,2014,12.4,Combustion wastes,Hazardous,0,0,0,0,0,0,0,0,255.21999999999997,12818.549000000001,0,0,16121.645,0,0,0,0,29195.414000000001,2014,12.4,Combustion wastes,Hazardous,0,0,684.97699999999998,0,16180.75,0,16865.726999999999
292,2014,12.4,Combustion wastes,Non-hazardous,0,0,0,0,0,0,0,0,971.07999999999993,175028.723,0,0,1597133.4949999999,0,0,0,0,1773133.298,2014,12.4,Combustion wastes,Non-hazardous,0,0,12174.891,241514.649,1697920.648,0,1951610.1880000001
294,2014,12.6,Soils,Hazardous,0,0,0,0,0,0,326.983,0,0,0,0,0,0,0,259871.05230962188,0,0,260198.03530962189,2014,12.6,Soils,Hazardous,0,0,44619.706193551596,808.5,193816.609,0,239244.81519355159
295,2014,12.6,Soils,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49848582.914825805,282529.16699999996,0,50131112.081825808,2014,12.6,Soils,Non-hazardous,0,1180.3599999999999,10223537.885235295,17468514.571000002,19447725.16,0,47140957.9762353
297,2014,12.7,Dredging spoils,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12.7,Dredging spoils,Hazardous,0,0,0,463.21600000000001,858.53,0,1321.7460000000001
298,2014,12.7,Dredging spoils,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10447101.800000001,0,0,10447101.800000001,2014,12.7,Dredging spoils,Non-hazardous,0,0,720.22540000000004,459.024,164064.66200000001,10447101.800000001,10612345.7114
300,2014,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Hazardous,0,0,0,0,296580,0,296580
301,2014,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"12.8, 13",Mineral waste from waste treatment & stabilised waste,Non-hazardous,95968.24,387952,4615.88,63660.740000000005,1815636,0,2367832.86
306,2016,01.1,Spent solvents,Hazardous,0,0,26.326326367359087,17.554774241345569,31.364392212649218,1333.0353702998896,35.339284468440795,57676.350569541501,18.363177202802753,650.43168524862176,683.75807480396486,157.62625195693909,3.8678191183196433,0.86734625726359582,0,2011.4519282809324,0,62646.337000000021,2016,01.1,Spent solvents,Hazardous,0,25115,2,0,7602,0,32719
307,2016,01.1,Spent solvents,Non-hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,01.1,Spent solvents,Non-hazardous,z,z,z,z,z,z,z
309,2016,01.2,"Acid, alkaline or saline wastes",Hazardous,0,0,2693.5130602040722,1.657257825035779,14.356549605638534,5973.8716765450445,1061.1185898277595,40797.618953851481,2112.4684254971912,14624.657180196327,3804.0478002895511,867.04653005123794,52.205117474020483,113.45747799744944,0,7124.5063806351727,0,79240.524999999994,2016,01.2,"Acid, alkaline or saline wastes",Hazardous,0,0,1339.4060000000002,0,1538.66,0,2878.0660000000003
310,2016,01.2,"Acid, alkaline or saline wastes",Non-hazardous,0,0,1277.8923859679176,0.78625835808589695,6.8112257188855869,2834.703866688485,148.92908444929321,19355.750449859439,1002.2254417195846,6839.5729088511116,1804.7670871437033,411.35577747985155,12.876176465132103,53.828009749126103,0,3380.1033275493946,0,37129.602000000021,2016,01.2,"Acid, alkaline or saline wastes",Non-hazardous,0,0,1294.652,0,31054.030000000002,0,32348.682000000001
312,2016,01.3,Used oils,Hazardous,20514.247720612195,423.36999999999989,5121.8399515723831,64.970343464034727,74.10315756112891,3262.0301883904904,3602.264495148645,43781.100053058362,16634.869093631853,20231.02147288376,7953.1849620201065,3429.7305589253988,27101.990314589078,23.962685275148601,0,64661.187723479612,5061.1640000000016,221941.0367206122,2016,01.3,Used oils,Hazardous,0,3146,10796.933999999999,0,239.60000000000002,0,14182.534
313,2016,01.3,Used oils,Non-hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,01.3,Used oils,Non-hazardous,z,z,z,z,z,z,z
315,2016,"01.4, 02, 03.1",Chemical wastes,Hazardous,109003.30424857177,295.75899999999996,492.0549708789041,1588.2830415440451,416.34791931386275,23322.409486444703,4017.4536666244726,545323.26818263589,3218.6527492154578,62656.450581767858,7844.6526399950762,1827.0549266110961,721.89074307773183,8.9685126651438676,0,64477.85257922599,3180.7689999999975,828395.17224857199,2016,"01.4, 02, 03.1",Chemical wastes,Hazardous,23500,0,7837.6489999999985,0,2776.9710000000005,0,34114.619999999995
316,2016,"01.4, 02, 03.1",Chemical wastes,Non-hazardous,0,18.759,118.17631950355369,3397.425441242885,98.301555235687346,5506.5223530822295,946.26311014084217,27343.718432169018,759.93791810686082,15068.790303915668,1852.1566195553225,431.37561749528658,170.4415453107903,2.1175048612888485,0,16505.959279380575,4783.8740000000007,77003.819000000003,2016,"01.4, 02, 03.1",Chemical wastes,Non-hazardous,0,0,4907.5809999999992,0,68476.906000000003,0,73384.487000000008
318,2016,03.2,Industrial effluent sludges,Hazardous,0,538.95861000000002,5598.8149914434216,91.568072031958735,1.7218200340487719,6541.9121688237537,269.6253745398601,2389.3649302426729,522.77787795156348,2238.3474990679433,248.73906182416292,17.26872278285623,361.65471792143398,1001.5412833398337,0,960.89978999646496,0,20783.194919999973,2016,03.2,Industrial effluent sludges,Hazardous,0,91765,11.750399999999999,0,7293.415,0,99070.165399999998
319,2016,03.2,Industrial effluent sludges,Non-hazardous,0,14.572979999999999,43024.732566710205,2175.7312581464903,13.231522492914811,56495.513723599637,868.28140515047824,17781.979454138484,2310.9222093906028,14527.25346376153,1911.4636990567813,132.70347040159973,5512.0137255421114,7696.4582569832055,0,7384.1440646259798,0,159849.0018,2016,03.2,Industrial effluent sludges,Non-hazardous,0,0,8463.2293199999986,159.03,46108.109000000011,0,54730.368320000009
321,2016,03.3,Sludges & liquid wastes from waste treatment,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,03.3,Sludges & liquid wastes from waste treatment,Hazardous,2415,78680,5.4,0,21614.57,0,102714.97
322,2016,03.3,Sludges & liquid wastes from waste treatment,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,03.3,Sludges & liquid wastes from waste treatment,Non-hazardous,0,0,1268.46,398.52,420057.49299999984,0,421724.47299999982
324,2016,05,Health care & biological wastes,Hazardous,20.663161723704754,1.0110000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,116796.19,0,116817.8641617237,2016,05,Health care & biological wastes,Hazardous,0,88448,29,0,0,0,88477
325,2016,05,Health care & biological wastes,Non-hazardous,984.73587793690081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137497.47299999997,0,138482.20887793688,2016,05,Health care & biological wastes,Non-hazardous,7852,294,352,0,118319.51000000002,0,126817.51000000002
327,2016,06.1,"Metallic wastes, ferrous",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,06.1,"Metallic wastes, ferrous",Hazardous,z,z,z,z,z,z,z
328,2016,06.1,"Metallic wastes, ferrous",Non-hazardous,0,0,0,0,0,0,0,0,372.9,236694.78499999997,0,0,0,0,986955.91400000034,527195.32299999997,9862.9319999999989,1761081.8540000003,2016,06.1,"Metallic wastes, ferrous",Non-hazardous,0,0,7609804.0189999919,38205,135333.02900000001,0,7783342.047999992
330,2016,06.2,"Metallic wastes, non-ferrous",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,06.2,"Metallic wastes, non-ferrous",Hazardous,z,z,z,z,z,z,z
331,2016,06.2,"Metallic wastes, non-ferrous",Non-hazardous,0,0,0,0,0,0,0,0,0,61683.274999999994,0,0,0,0,272740.55800000037,91430.822999999989,2712.6349999999998,428567.29100000032,2016,06.2,"Metallic wastes, non-ferrous",Non-hazardous,0,0,1595845.3600000013,0,221.06000000000003,0,1596066.4200000013
333,2016,06.3,"Metallic wastes, mixed",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,06.3,"Metallic wastes, mixed",Hazardous,z,z,z,z,z,z,z
334,2016,06.3,"Metallic wastes, mixed",Non-hazardous,4578.2918322135874,1509.9970000000001,881.15051851816963,104.31006646025475,157.61069066015716,1191.1185863287615,219.75700497174824,1950.0629356806762,300.8058537361058,19080.961373805854,14154.988015488412,1375.9287515360975,796.16963981859567,22.635378901621486,605085.64800000016,2393688.2597370362,305208.18799999985,3350305.8833851563,2016,06.3,"Metallic wastes, mixed",Non-hazardous,0,0,4259404.8310000086,25,544.28000000000009,0,4259974.1110000089
336,2016,07.1,Glass wastes,Hazardous,0,0,0,0,0,0,0,0,243.732,0,0,0,0,0,0,0,0,243.732,2016,07.1,Glass wastes,Hazardous,0,0,0,0,241.3,0,241.3
337,2016,07.1,Glass wastes,Non-hazardous,0,0,3524.2455483115095,41.810007679033859,105.71232384058253,102.52312314654338,8.7820758450617209E-2,1671.5615217174709,12248.691296443778,49.55844289298873,223.21806469390245,55.076912940939557,4.1029907524090623,0,119961.78199999985,426981.21168098634,446512.45400000014,1011482.0357341639,2016,07.1,Glass wastes,Non-hazardous,0,0,1312009.1028181817,326,70772.680999999997,0,1383107.7838181818
339,2016,07.2,Paper & cardboard wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,07.2,Paper & cardboard wastes,Hazardous,z,z,z,z,z,z,z
340,2016,07.2,Paper & cardboard wastes,Non-hazardous,5638.2746463389276,0,65399.073059938688,6182.5050123051924,2086.3402655401951,965280.96595407196,531.68989546876344,44443.6969460584,6873.1849138869256,13839.353528893096,46565.847666783746,32816.323106197386,1793.3534756067857,716.67118492159011,0,3857776.2864164719,893401.00200000021,5943344.5680724839,2016,07.2,Paper & cardboard wastes,Non-hazardous,18919,0,3805298.605,0,2013.7820000000002,0,3826231.3870000001
342,2016,07.3,Rubber wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,07.3,Rubber wastes,Hazardous,z,z,z,z,z,z,z
343,2016,07.3,Rubber wastes,Non-hazardous,11738.348954414208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185332.39499999999,6410.1069999999936,203480.8509544142,2016,07.3,Rubber wastes,Non-hazardous,0,111003,10621.347000000003,3586,4515.78,0,129726.12700000001
345,2016,07.4,Plastic wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,07.4,Plastic wastes,Hazardous,z,z,z,z,z,z,z
346,2016,07.4,Plastic wastes,Non-hazardous,82265.701143261031,0,49258.24172994378,5536.4770154985299,3432.1911085258189,19667.893580423683,7358.0939572102016,123708.65995424478,3764.4696379933821,10824.594384459238,32857.940537647075,27545.428257085998,1015.7270721515257,3541.5857570193634,21804.269999999993,713516.86850885558,81180.373000000036,1187278.5156443203,2016,07.4,Plastic wastes,Non-hazardous,0,2348,512941.96854929579,4,47341.375000000007,0,562635.34354929579
348,2016,07.5,Wood wastes,Hazardous,0,0,0.1258380901891753,1.3786480315547625E-2,0.61347706186271089,0.24912750591054725,2.2320564079922911E-3,0.19852656092412471,3.0113711658960245E-2,0.2798110466604255,0.28709162851319669,0.13223963147635193,6.9256142840771707E-3,3.8027581661526423E-3,0,2.4820278536307376,0,4.4249999999999998,2016,07.5,Wood wastes,Hazardous,0,0,0,0,0,0,0
349,2016,07.5,Wood wastes,Non-hazardous,0,0,25777.403117754311,2824.1024647990548,125668.19397336115,51150.320998250725,457.2273603635262,40667.330399160695,6168.6670835346968,57318.115172626807,58809.511720910028,27088.731906091998,1418.6829359087924,778.97900437685587,497403.68399999995,1163151.9613796966,708967.78299999959,2767650.6945168348,2016,07.5,Wood wastes,Non-hazardous,0,643845,2273464.9390000002,137073,27267.53,0,3081650.469
351,2016,07.6,Textile wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,07.6,Textile wastes,Hazardous,z,z,z,z,z,z,z
352,2016,07.6,Textile wastes,Non-hazardous,0,0,1142.6737985410045,3345.05497160308,0,95.674088472347066,0,98.711623573531256,0.66523199341732475,40.777657653370056,20.904197127530772,142.6164597277907,10.185536072861337,0,0,1540.4744352350663,119379.22199999995,125816.95999999995,2016,07.6,Textile wastes,Non-hazardous,0,0,96332.597000000038,413,1053.8800000000001,0,97799.477000000043
354,2016,07.7,Waste containing PCB,Hazardous,0,0,0,0,0,0,0,0,0,0,269.041,0,0,0,0,0,0,269.041,2016,07.7,Waste containing PCB,Hazardous,0,0,34.035000000000011,0,0,0,34.035000000000011
355,2016,07.7,Waste containing PCB,Non-hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,07.7,Waste containing PCB,Non-hazardous,z,z,z,z,z,z,z
357,2016,08*,Discarded equipment,Hazardous,3.424263196198386E-3,0,1445.245914550836,2458.0513288236689,55.953799181447565,4655.6753137483529,23.217745995129537,843.7932912401086,509.70074489855779,1420.8074637575769,1598.4399423982825,4055.3241711890496,300.08086946587832,78.132074576081948,0,95983.458017245925,283084.79600000015,396512.68010133423,2016,08*,Discarded equipment,Hazardous,0,0,169579.94400000011,0,14.850000000000001,0,169594.79400000011
358,2016,08*,Discarded equipment,Non-hazardous,0,0,706.59218401398402,1201.7607795084336,27.356255962699851,2276.1965661904842,11.351340062897963,412.5372287933385,249.19673455251157,694.64403169881621,781.48995858978537,1982.6801336405913,146.71191580749627,38.199390609185706,0,66808.684645992747,0,75337.401165422969,2016,08*,Discarded equipment,Non-hazardous,0,0,227981.60599999997,0,1741.5820000000003,0,229723.18799999997
360,2016,08.1,Discarded vehicles,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852982.09999999893,0,852982.09999999893,2016,08.1,Discarded vehicles,Hazardous,0,0,0,0,0,0,0
361,2016,08.1,Discarded vehicles,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463911.64722191304,606.88999999999965,464518.53722191305,2016,08.1,Discarded vehicles,Non-hazardous,0,0,0,0,0,0,0
363,2016,08.41,Batteries & accumulators wastes,Hazardous,3488.2261179487177,0,1.2712379501981848,0.64895189958409172,0.49056712145365922,0.16551539747679861,2.153571364703296E-2,17.180818223653503,0.21303711964544353,0.58196749687983718,66.837538353583938,1.4220312959095835,1.41875535247868,0.28734863251982967,0,89435.856217491964,7930.3000000000075,100944.92163999772,2016,08.41,Batteries & accumulators wastes,Hazardous,0,0,90190.289000000135,0,28,0,90218.289000000135
364,2016,08.41,Batteries & accumulators wastes,Non-hazardous,0,0,7.5280056698774569,3.8429576294392191,2.9050360486664797,0.9801476194626747,0.12752999893878794,101.74121766946459,1.261561334237417,3.4462899849023576,395.79794452170876,8.420972373175001,8.4015729202887854,1.7016185950895948,0,6608.5581456347491,1095.3290000000002,8240.0419999999995,2016,08.41,Batteries & accumulators wastes,Non-hazardous,0,0,638.12599999999998,0,0,0,638.12599999999998
366,2016,09.1,Animal & mixed food waste,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,09.1,Animal & mixed food waste,Hazardous,z,z,z,z,z,z,z
367,2016,09.1,Animal & mixed food waste,Non-hazardous,13121.539412923632,0,1241161.773,0,0,0,0,0,0,0,0,0,0,0,0,742717.00033542409,363043.6759999998,2360043.9887483479,2016,09.1,Animal & mixed food waste,Non-hazardous,29775,434314,805311.28299999982,213,171423.43999999997,0,1441036.7229999998
369,2016,09.2,Vegetal wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,09.2,Vegetal wastes,Hazardous,z,z,z,z,z,z,z
370,2016,09.2,Vegetal wastes,Non-hazardous,0,0,644019.39799999993,0,0,0,0,0,0,0,0,0,0,0,0,90980.340000000098,3711589.058999999,4446588.7969999993,2016,09.2,Vegetal wastes,Non-hazardous,1698,46579,3390921.1409999952,22772,84918.601999999984,0,3546888.7429999951
372,2016,09.3,"Animal faeces, urine & manure",Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,09.3,"Animal faeces, urine & manure",Hazardous,z,z,z,z,z,z,z
373,2016,09.3,"Animal faeces, urine & manure",Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,09.3,"Animal faeces, urine & manure",Non-hazardous,0,517281,13628.386,96,3134.4600000000009,0,534139.84600000002
375,2016,10.1,Household & similar wastes,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,10.1,Household & similar wastes,Hazardous,z,z,z,z,z,z,z
376,2016,10.1,Household & similar wastes,Non-hazardous,778.57596449386313,0,592932.21139784704,203.97842416786932,143.50787468348972,197679.71809970183,65.309120234718279,592487.29045758152,210.75150891850663,395800.97437416058,198292.3651732404,466.7989343428336,193.7959721561073,12.892870620996225,0,9426313.8951611388,12719432.819000002,24125014.88433329,2016,10.1,Household & similar wastes,Non-hazardous,5407157,2082604,373648.24200000003,235,4002089.5699999952,0,11865733.811999995
378,2016,10.2,Mixed & undifferentiated materials,Hazardous,0,203.55899999999997,1764.8633492469116,187.38631470922303,40.878991433166441,683.99664852928322,53.92208985479742,569.29893834728216,153.37321755058855,556.60600731274212,775.45133635360435,197.74012751460245,101.33048503987624,31.197105586968604,0,17116.894388520956,0,22436.498,2016,10.2,Mixed & undifferentiated materials,Hazardous,417,9168,1228.816,0,737.44399999999996,0,11551.26
379,2016,10.2,Mixed & undifferentiated materials,Non-hazardous,12062.520862044596,2096.4380000000001,104652.95592757642,1209.0864075155093,129.55407027958884,68807.218379978352,170.89037605274444,69607.696356962115,486.27279162043499,2273.0918048469293,2457.5674058055943,626.67980493121786,324.1374919017685,98.870149874948069,0,54158.279032654362,3096643.6349999988,3415804.8938620435,2016,10.2,Mixed & undifferentiated materials,Non-hazardous,0,55743,165872.90600000002,3969,177837.89299999987,0,403422.79899999988
381,2016,10.3,Sorting residues,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10.3,Sorting residues,Hazardous,0,3698,780.8,0,83963.257000000027,0,88442.05700000003
382,2016,10.3,Sorting residues,Non-hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10.3,Sorting residues,Non-hazardous,717904,1112319,544446.90399999975,127559,8106508.5880000098,0,10608737.49200001
384,2016,11,Common sludges,Hazardous,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2016,11,Common sludges,Hazardous,z,z,z,z,z,z,z
385,2016,11,Common sludges,Non-hazardous,0,0,44309.92955395802,0.35103184678588373,7.1585679129808346,2239.8616402425719,1.9463087071090623,276.82961762015856,61.414395418506743,145.52880411049381,213.48309742506368,23.122129434766681,73.567943861959108,933235,0,302904.2279519664,0,1283492.4210425047,2016,11,Common sludges,Non-hazardous,0,123118,767284.4,21415.8,30247,0,942065.20000000007
387,2016,12.1,Mineral waste from construction & demolition,Hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448081.48912006756,0,0,448081.48912006756,2016,12.1,Mineral waste from construction & demolition,Hazardous,0,0,187552.76384132062,377,9468.4000000000051,0,197398.16384132061
