"","Year","EWC-STAT code","EWC-STAT description","Hazardous/Non-hazardous split","A","B","C10-C12","C13-C15","C16","C17_C18","C19","C20-C22","C23","C24_C25","C26-C30","C31-C33","D","E36_E37_E39","F","G-U_X_G4677","EP_HH","Total waste generation"
"26","2010","06.2","Metallic wastes, non-ferrous","Non-hazardous","0","0","0","0","0","0","0","0","0","25829.88900000001","0","0","0","0","138511.32199999993","152135.42799999987","2089.9099999999989","318566.54899999982"
"27","2010","06.2","Metallic wastes, non-ferrous","Total","0","0","0","0","0","0","0","0","0","25829.88900000001","0","0","0","0","138511.32199999993","152135.42799999987","2089.9099999999989","318566.54899999982"
"28","2010","06.3","Metallic wastes, mixed","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"29","2010","06.3","Metallic wastes, mixed","Non-hazardous","954.03685442153096","4748","195.53910648701213","23.147801385329924","34.975924063820997","264.3251739583427","48.76702390041374","432.74509408187618","66.752849404818363","4234.320992310978","3141.1815015868883","305.33702586660939","176.68071085519571","5.0230938669381988","837615.50799999991","2334166.5849922374","313184.3383","3499597.2644444271"
"30","2010","06.3","Metallic wastes, mixed","Total","954.03685442153096","4748","195.53910648701213","23.147801385329924","34.975924063820997","264.3251739583427","48.76702390041374","432.74509408187618","66.752849404818363","4234.320992310978","3141.1815015868883","305.33702586660939","176.68071085519571","5.0230938669381988","837615.50799999991","2334166.5849922374","313184.3383","3499597.2644444271"
"31","2010","07.1","Glass wastes","Hazardous","0","0","0","0","0","0","0","0","561.52","0","0","0","0","0","0","0","0","561.52"
"32","2010","07.1","Glass wastes","Non-hazardous","0","0","734.13174628993454","8.7093970976314168","22.02081887927357","21.35647996114519","1.8293846407140137E-2","348.20115742430079","4670.253571095478","10.32346518586677","46.498311593443354","11.47301166258484","0.85468952852069358","0","12627.262999999995","317335.32997196267","710729.13499999931","1046565.5689145266"
"33","2010","07.1","Glass wastes","Total","0","0","734.13174628993454","8.7093970976314168","22.02081887927357","21.35647996114519","1.8293846407140137E-2","348.20115742430079","5231.7735710954785","10.32346518586677","46.498311593443354","11.47301166258484","0.85468952852069358","0","12627.262999999995","317335.32997196267","710729.13499999931","1047127.0889145266"
"34","2010","07.2","Paper & cardboard wastes","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"35","2010","07.2","Paper & cardboard wastes","Non-hazardous","5842.878917262462","0","44652.923424359797","4221.266601625488","1424.5032498999178","954493.19732372253","363.02514817164626","30345.093646953592","4692.8463245950725","9449.1796971179629","31794.04741944285","22406.200794116496","1224.4588749092336","489.32594979472276","0","3815687.1434852914","1233012.1499999994","6160098.2408572622"
"36","2010","07.2","Paper & cardboard wastes","Total","5842.878917262462","0","44652.923424359797","4221.266601625488","1424.5032498999178","954493.19732372253","363.02514817164626","30345.093646953592","4692.8463245950725","9449.1796971179629","31794.04741944285","22406.200794116496","1224.4588749092336","489.32594979472276","0","3815687.1434852914","1233012.1499999994","6160098.2408572622"
"37","2010","07.3","Rubber wastes","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"38","2010","07.3","Rubber wastes","Non-hazardous","21798.240000000002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140399.17599999998","8908.5810000000019","171105.99699999997"
"39","2010","07.3","Rubber wastes","Total","21798.240000000002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140399.17599999998","8908.5810000000019","171105.99699999997"
"40","2010","07.4","Plastic wastes","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"41","2010","07.4","Plastic wastes","Non-hazardous","82291.27638520718","0","27127.347932425848","3049.0316553058724","1890.1657692535855","10831.442079869117","4052.2269550555702","68744.48527007697","2073.1571827262669","5961.2874471746591","18095.424318929079","15169.733836102543","559.37810045478659","1950.4112548293697","40917.660000000003","504482.38958865794","85559.912499999904","872755.33027606865"
"42","2010","07.4","Plastic wastes","Total","82291.27638520718","0","27127.347932425848","3049.0316553058724","1890.1657692535855","10831.442079869117","4052.2269550555702","68744.48527007697","2073.1571827262669","5961.2874471746591","18095.424318929079","15169.733836102543","559.37810045478659","1950.4112548293697","40917.660000000003","504482.38958865794","85559.912499999904","872755.33027606865"
"43","2010","07.5","Wood wastes","Hazardous","0","0","28.884064739408522","3.1644598973508034","140.8135735717716","57.183123156668948","0.51233185193402453","45.568508148876958","6.9121074214785754","64.226025477591165","65.89716334419316","30.353433296201128","1.5896608971157524","0.87286061711794627","0","569.70868758029133","0","1015.6859999999999"
"44","2010","07.5","Wood wastes","Non-hazardous","0","0","24985.118880542886","2737.3019497545761","121805.70523665259","49636.419132637566","443.17419803437343","39417.395147826843","5979.0693310937859","55556.407876104626","57001.965440094573","26256.143177227339","1375.078848926609","755.03660864881795","484175.15599999984","1071971.8746724559","616691.53749999963","2558787.3840000001"
"45","2010","07.5","Wood wastes","Total","0","0","25014.002945282296","2740.4664096519268","121946.51881022436","49693.602255794234","443.68652988630748","39462.96365597572","5985.981438515264","55620.633901582216","57067.862603438763","26286.49661052354","1376.6685098237247","755.90946926593585","484175.15599999984","1072541.5833600361","616691.53749999963","2559803.0699999998"
"46","2010","07.6","Textile wastes","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"47","2010","07.6","Textile wastes","Non-hazardous","0","0","1603.9031287926302","4660.7810997343167","0","134.29201758289358","0","138.555624623527","0.93374651363962102","57.237168454010025","29.341976004485559","200.18222721724837","14.29683011595392","0","0","2162.2721809612931","116472.30439999973","125474.10039999973"
"48","2010","07.6","Textile wastes","Total","0","0","1603.9031287926302","4660.7810997343167","0","134.29201758289358","0","138.555624623527","0.93374651363962102","57.237168454010025","29.341976004485559","200.18222721724837","14.29683011595392","0","0","2162.2721809612931","116472.30439999973","125474.10039999973"
"49","2010","07.7","Waste containing PCB","Hazardous","0","0","0","0","0","0","0","0","0","0","3974.2220000000007","0","0","0","0","0","0","3974.2220000000007"
"50","2010","07.7","Waste containing PCB","Non-hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"51","2010","07.7","Waste containing PCB","Total","0","0","0","0","0","0","0","0","0","0","3974.2220000000007","0","0","0","0","0","0","3974.2220000000007"
"52","2010","08*","Discarded equipment","Hazardous","9.3965284301397993","0","677.77809523979909","1152.7542343335658","26.240696513173081","2183.3756556149865","10.888444311036899","395.71439293124206","239.03475286904174","666.31717605469657","749.6216170592844","1901.8285155870262","140.72915763107088","36.641659492093332","0","45013.436602362985","275729.24579999968","328933.00332842983"
"53","2010","08*","Discarded equipment","Non-hazardous","0","0","666.04037169495723","1132.7909002972747","25.786261583128983","2145.5640768399612","10.699878835029388","388.86143297345751","234.89516224713805","654.77793207405023","736.63971137942303","1868.8927546020693","138.29201786722595","36.007101260773901","0","57740.922398345516","0","65780.17"
"54","2010","08*","Discarded equipment","Total","9.3965284301397993","0","1343.8184669347563","2285.5451346308405","52.026958096302067","4328.9397324549482","21.588323146066287","784.57582590469951","473.92991511617981","1321.0951081287467","1486.2613284387076","3770.7212701890958","279.02117549829683","72.648760752867233","0","102754.3590007085","275729.24579999968","394713.17332842981"
"55","2010","08.1","Discarded vehicles","Hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","879558.09800000046","306.96999999999991","879865.06800000044"
"56","2010","08.1","Discarded vehicles","Non-hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320456.43199999997","0","320456.43199999997"
"57","2010","08.1","Discarded vehicles","Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1200014.5300000005","306.96999999999991","1200321.5000000005"
"58","2010","08.41","Batteries & accumulators wastes","Hazardous","3109.5671487179484","0","2.916782639102323","1.488982950850593","1.1255781523414727","0.3797655960390286","4.9412461039691193E-2","39.420403011499786","0.48880146472131442","1.3352910768250035","153.35490218780569","3.2627693308893271","3.2552528663875782","0.65930497321368364","0","81254.243753289295","8757.1259999999984","93328.674148717968"
"59","2010","08.41","Batteries & accumulators wastes","Non-hazardous","0","0","1.8775105103935399","0.95844685254954476","0.72452598385625555","0.24445218800005702","3.1806420438303014E-2","25.374609676372117","0.31463773652755556","0.85951657746606025","98.713368907938644","2.1002194779998171","2.095381187715911","0.42438953118028255","0","1648.1971349495618","1166.7459999999987","2948.6619999999984"
"60","2010","08.41","Batteries & accumulators wastes","Total","3109.5671487179484","0","4.7942931494958625","2.4474298034001376","1.8501041361977282","0.62421778403908568","8.1218881477994206E-2","64.795012687871903","0.80343920124887003","2.1948076542910639","252.06827109574434","5.3629888088891438","5.3506340541034891","1.0836945043939661","0","82902.440888238852","9923.8719999999976","96277.336148717965"
"61","2010","09.1","Animal & mixed food waste","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"62","2010","09.1","Animal & mixed food waste","Non-hazardous","14347.7959252288","0","862881.02100000007","0","0","0","0","0","0","0","0","0","0","0","0","462583.21599999996","125299.12200000002","1465111.1549252288"
"63","2010","09.1","Animal & mixed food waste","Total","14347.7959252288","0","862881.02100000007","0","0","0","0","0","0","0","0","0","0","0","0","462583.21599999996","125299.12200000002","1465111.1549252288"
"64","2010","09.2","Vegetal wastes","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"65","2010","09.2","Vegetal wastes","Non-hazardous","0","0","186539.378","0","0","0","0","0","0","0","0","0","0","0","0","142257.837","3480700.8679000018","3809498.0829000017"
"66","2010","09.2","Vegetal wastes","Total","0","0","186539.378","0","0","0","0","0","0","0","0","0","0","0","0","142257.837","3480700.8679000018","3809498.0829000017"
"67","2010","09.3","Animal faeces, urine & manure","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"68","2010","09.3","Animal faeces, urine & manure","Non-hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","2010","09.3","Animal faeces, urine & manure","Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","2010","10.1","Household & similar wastes","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"71","2010","10.1","Household & similar wastes","Non-hazardous","477.78442263480366","0","493141.30651561881","50.093472001006276","35.24298087755151","164389.18992984988","16.038758016856711","493032.04184826592","51.756821115995365","328886.81378002634","164539.64515152347","114.63751346739586","47.592842942645618","3.1662596478044804","0","8102782.079926624","12965087.344600001","22712654.734822616"
"72","2010","10.1","Household & similar wastes","Total","477.78442263480366","0","493141.30651561881","50.093472001006276","35.24298087755151","164389.18992984988","16.038758016856711","493032.04184826592","51.756821115995365","328886.81378002634","164539.64515152347","114.63751346739586","47.592842942645618","3.1662596478044804","0","8102782.079926624","12965087.344600001","22712654.734822616"
"73","2010","10.2","Mixed & undifferentiated materials","Hazardous","0","361","767.45625403007671","81.485515127620033","17.776355119625936","297.4380457690437","23.448186573252027","247.56139382334635","66.694815244558072","242.04183373469311","337.20739797475045","85.987902461991169","44.063872991038167","13.566157289499053","0","7438.8232698605016","0","10024.550999999998"
"74","2010","10.2","Mixed & undifferentiated materials","Non-hazardous","2986.1538461538457","2688","309397.24222951033","1654.8995983833317","359.93146912866484","154594.68478848814","478.91338210889825","1223717.4450381498","1350.42097621775","16974.466280053508","6827.6963042950438","1741.0628811227352","11045.428965415213","274.68437093996857","0","150464.34971618641","2339634.5399999982","4224189.919846152"
"75","2010","10.2","Mixed & undifferentiated materials","Total","2986.1538461538457","3049","310164.69848354039","1736.3851135109517","377.70782424829076","154892.1228342572","502.36156868215028","1223965.0064319731","1417.1157914623082","17216.508113788201","7164.9037022697939","1827.0507835847263","11089.492838406251","288.25052822946765","0","157903.17298604691","2339634.5399999982","4234214.4708461519"
"76","2010","10.3","Sorting residues","Hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","2010","10.3","Sorting residues","Non-hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","2010","10.3","Sorting residues","Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","2010","11","Common sludges","Hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"80","2010","11","Common sludges","Non-hazardous","0","0","13236.234613727045","0.11461239279390467","2.3372825143835225","1587.9002563579288","0.62241248002462046","90.385260375025211","20.051886674542985","47.515359681063181","69.702532237382059","7.5494078536567519","24.020037373104408","0","0","136969.79341870049","0","152056.22708036745"
"81","2010","11","Common sludges","Total","0","0","13236.234613727045","0.11461239279390467","2.3372825143835225","1587.9002563579288","0.62241248002462046","90.385260375025211","20.051886674542985","47.515359681063181","69.702532237382059","7.5494078536567519","24.020037373104408","0","0","136969.79341870049","0","152056.22708036745"
"82","2010","12.1","Mineral waste from construction & demolition","Hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345166.14806637587","0","0","345166.14806637587"
"83","2010","12.1","Mineral waste from construction & demolition","Non-hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50727633.409700677","0","0","50727633.409700677"
"84","2010","12.1","Mineral waste from construction & demolition","Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51072799.557767056","0","0","51072799.557767056"
"85","2010","12.2, 12.3, 12.5","Other mineral wastes","Hazardous","0","138","709.70711437627301","6.4736632778598036E-2","5.5290034889869517","0.59618186609020229","10.853182709429632","898.5145577949711","1491.2383688559023","1359.2121302072433","40.734126961506057","4.8854070720659895","114.85441674372682","75.020958357411359","0","1363.872814933615","0","6213.0830000000005"
"86","2010","12.2, 12.3, 12.5","Other mineral wastes","Non-hazardous","0","12612044","49011.27564383953","0.44848305542457351","38.303882543204708","4.1302343575282929","75.188781586047213","93320.178631960516","104452.08557990839","73756.535952163395","282.19826913500413","33.845169213022885","795.68951209435181","519.73090321334723","0","9448.6509569302343","0","12943782.262"
"87","2010","12.2, 12.3, 12.5","Other mineral wastes","Total","0","12612182","49720.982758215803","0.51321968820317154","43.832886032191659","4.7264162236184948","86.041964295476845","94218.69318975549","105943.3239487643","75115.748082370643","322.93239609651016","38.730576285088873","910.54392883807861","594.75186157075859","0","10812.523771863849","0","12949995.345000001"
"88","2010","12.4","Combustion wastes","Hazardous","0","0","0","0","0","0","0","0","14093.655000000001","7098.0199999999995","0","0","11199.847","0","0","0","0","32391.521999999997"
"89","2010","12.4","Combustion wastes","Non-hazardous","0","0","0","0","0","0","0","0","812.58","225479.41200000001","0","0","2043142.1739999999","0","0","0","0","2269434.1659999997"
"90","2010","12.4","Combustion wastes","Total","0","0","0","0","0","0","0","0","14906.235000000001","232577.432","0","0","2054342.0209999999","0","0","0","0","2301825.6880000001"
"91","2010","12.6","Soils","Hazardous","0","0","0","0","0","0","445.185","0","0","0","0","0","0","0","220982.09911432557","0","0","221427.28411432556"
"92","2010","12.6","Soils","Non-hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36313306.481932685","409213.14500000014","0","36722519.626932688"
"93","2010","12.6","Soils","Total","0","0","0","0","0","0","445.185","0","0","0","0","0","0","0","36534288.581047013","409213.14500000014","0","36943946.911047019"
"94","2010","12.7","Dredging spoils","Hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","2010","12.7","Dredging spoils","Non-hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11095337.729482433","0","0","11095337.729482433"
"96","2010","12.7","Dredging spoils","Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11095337.729482433","0","0","11095337.729482433"
"97","2010","12.8, 13","Mineral waste from waste treatment & stabilised waste","Hazardous","20918.730376067157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20918.730376067157"
"98","2010","12.8, 13","Mineral waste from waste treatment & stabilised waste","Non-hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","2010","12.8, 13","Mineral waste from waste treatment & stabilised waste","Total","20918.730376067157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20918.730376067157"
"100","2010","Total","*Total waste generation","Hazardous","148639.20208219849","4293.82","14845.000092090253","2801.1622348610213","657.253649003595","39518.360185791047","9832.814594033287","414128.28904340259","33700.490738876455","103723.57280576591","22510.541922765737","7110.3650370512514","32200.476272177744","1317.4794371045205","566148.24718070147","1282463.0776370768","293211.11479999963","2977101.2677128999"
"101","2010","Total","*Total waste generation","Non-hazardous","129698.27004266251","12619530.66","2060954.4801696423","20752.992250417934","125755.64457581527","1401821.2644947227","9373.1577450339319","2054681.5662196646","134863.69609683129","949819.08968205645","290221.86153957184","69539.277251383173","2063258.151861724","12002.057589505792","101036176.4771158","19697796.59256937","22011720.863200001","164687966.10240421"
"102","2010","Total","*Total waste generation","Total","278337.47212486097","12623824.48","2075799.4802617326","23554.154485278956","126412.89822481887","1441339.6246805137","19205.972339067219","2468809.8552630674","168564.18683570775","1053542.6624878224","312732.40346233756","76649.642288434421","2095458.6281339016","13319.537026610313","101602324.7242965","20980259.670206446","22304931.978","167665067.37011713"
"103","2012","01.1","Spent solvents","Hazardous","0","0","18.994378923807446","12.665725905283656","22.629330886842482","961.7817005302918","25.497205752263248","43831.792165254199","13.248986629122586","469.28484138906919","493.32974847346424","113.72694831139816","2.790621863337476","0.62578816499962608","0","1451.2575579159254","0","47417.625"
"104","2012","01.1","Spent solvents","Non-hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"105","2012","01.1","Spent solvents","Total","0","0","18.994378923807446","12.665725905283656","22.629330886842482","961.7817005302918","25.497205752263248","43831.792165254199","13.248986629122586","469.28484138906919","493.32974847346424","113.72694831139816","2.790621863337476","0.62578816499962608","0","1451.2575579159254","0","47417.625"
"106","2012","01.2","Acid, alkaline or saline wastes","Hazardous","0","0","2805.9676586739847","1.7264486026967558","14.95593783403389","6223.2817687484821","3233.8553908412096","42500.926031054332","2200.6643180954084","16428.510962828266","3962.8674007074196","903.24586052125812","31.283221693212944","118.19434574096266","0","7421.9556546587246","0","85847.434999999998"
"107","2012","01.2","Acid, alkaline or saline wastes","Non-hazardous","0","0","2993.6913523910753","1.8419507567251827","15.956513833022704","6639.6292049209223","126.05530541763082","45344.305496346082","2347.8922567878672","16029.922192909831","4227.9895249315441","963.67444341941325","30.164745137228806","126.1017352257915","0","7918.4962779228617","0","86765.721000000005"
"108","2012","01.2","Acid, alkaline or saline wastes","Total","0","0","5799.6590110650595","3.5683993594219388","30.912451667056594","12862.910973669404","3359.9106962588403","87845.231527400407","4548.556574883276","32458.433155738097","8190.8569256389637","1866.9203039406714","61.44796683044175","244.29608096675418","0","15340.451932581585","0","172613.15599999999"
"109","2012","01.3","Used oils","Hazardous","22067.114677993137","4639.0839999999998","4554.6123518191662","57.775083103169152","65.8964668806383","2900.7706465894553","3251.8215985135744","38932.481483860807","14792.609874795267","17499.564165892683","7072.3948438097341","3049.8987306890886","24100.530475930929","21.308893555613995","0","57500.165384559863","5053.006999999996","205559.03567799309"
"110","2012","01.3","Used oils","Non-hazardous","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z"
"111","2012","01.3","Used oils","Total","22067.114677993137","4639.0839999999998","4554.6123518191662","57.775083103169152","65.8964668806383","2900.7706465894553","3251.8215985135744","38932.481483860807","14792.609874795267","17499.564165892683","7072.3948438097341","3049.8987306890886","24100.530475930929","21.308893555613995","0","57500.165384559863","5053.006999999996","205559.03567799309"
"112","2012","01.4, 02, 03.1","Chemical wastes","Hazardous","95280.942207814092","553.56699999999989","469.95531152365021","1429.8139485170918","397.20023544894377","22250.843887094674","3714.6357055246926","331755.27863035572","3071.02427191067","59947.747014909015","7484.5794100381609","1743.1885024035041","688.69170482824586","8.578449345249421","0","61011.139928100143","2002.552000000001","591809.73820781393"
"113","2012","01.4, 02, 03.1","Chemical wastes","Non-hazardous","0","12.828999999999999","456.09746873569037","2199.7108330190949","219.48685162245101","12294.914884804346","2799.0387751555768","69366.508986368732","1696.7827281459047","33007.183990813079","4135.4790792800741","963.17170083142423","380.56038967275174","4.727946309549294","0","33696.156365241353","2921.8219999999992","164154.47100000002"
"114","2012","01.4, 02, 03.1","Chemical wastes","Total","95280.942207814092","566.39599999999984","926.05278025934058","3629.5247815361868","616.68708707139479","34545.758771899018","6513.674480680269","401121.78761672444","4767.8070000565749","92954.931005722086","11620.058489318235","2706.3602032349281","1069.2520945009976","13.306395654798715","0","94707.296293341496","4924.3739999999998","755964.20920781384"
"115","2012","03.2","Industrial effluent sludges","Hazardous","0","15259.251","5175.4373607832467","104.28363912596379","1.591617466621043","6047.2183312426841","225.46341440062486","2543.6491211950747","191.87537653887875","1993.1090146120164","229.92962539722379","15.962876644431113","341.51146514769749","925.80558280377227","0","888.23736464175954","0","33943.325789999988"
"116","2012","03.2","Industrial effluent sludges","Non-hazardous","0","6.202","60992.470488040817","1194.5388119218837","18.757193758488995","75032.008318808425","1236.2871349813886","24805.836886190478","6409.4859322198454","20497.025420909828","2709.7180226028427","188.12231986754344","4334.5700681263515","10910.608273360847","0","10467.867249211331","0","218803.49812000006"
"117","2012","03.2","Industrial effluent sludges","Total","0","15265.453","66167.907848824063","1298.8224510478476","20.348811225110037","81079.226650051103","1461.7505493820136","27349.486007385553","6601.3613087587237","22490.134435521843","2939.6476480000665","204.08519651197454","4676.0815332740494","11836.41385616462","0","11356.104613853091","0","252746.82391000006"
"118","2012","03.3","Sludges & liquid wastes from waste treatment","Hazardous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
